id,name,email,city,state,zip,birth_date,latitude,longitude,source,dayduration,age
1933,Rylee Upton,rylee-upton@yahoo.com,Lost Hills,CA,93249,1992-11-20,35.7027,-119.761,Affiliate,2282,32
1934,Murray Zemlak,murray-zemlak@hotmail.com,Kiel,WI,53042,1974-10-03,43.9633,-88.032,Twitter,3054,50
1935,Braeden Ryan,braeden.ryan@hotmail.com,Great Falls,MT,59404,1973-03-27,47.461,-111.36,Twitter,2577,51
1936,Geovanni Effertz,geovanni-effertz@yahoo.com,Bolckow,MO,64427,1967-06-12,40.1041,-94.888,Affiliate,3200,57
1937,Greta McClure,mcclure.greta@yahoo.com,Hackensack,MN,56452,1998-10-25,46.9548,-94.3282,Affiliate,2204,26
1938,Cyril Stamm,stamm.cyril@gmail.com,Cecil,OH,45821,1975-03-07,41.2161,-84.5252,Facebook,2926,49
1939,Amya Marquardt,amya-marquardt@gmail.com,Slocomb,AL,36375,1973-12-07,31.1858,-85.5405,Google,2516,51
1940,Deon Tromp,tromp.deon@yahoo.com,Circleville,OH,43113,1996-09-09,39.5624,-82.8999,Affiliate,2373,28
1941,Deven Ruecker,deven-ruecker@yahoo.com,Palmer,AK,99645,1967-12-16,61.517,-148.789,Affiliate,2330,57
1942,Pink Kuhic,kuhic-pink@gmail.com,Mott,ND,58646,1996-10-06,46.1766,-102.261,Twitter,2276,28
1943,Coleman Keebler,coleman-keebler@yahoo.com,Soap Lake,WA,98851,1962-02-19,47.3806,-119.385,Facebook,2135,62
1944,Jany Torp,torp-jany@hotmail.com,Thomson,GA,30824,1959-03-24,33.626,-82.5396,Twitter,3000,65
1945,Kyra Schulist,kyra.schulist@hotmail.com,Tifton,GA,31793,1972-12-09,31.4103,-83.5763,Twitter,2207,52
1946,Logan Thompson,thompson-logan@yahoo.com,Brethren,MI,49619,1985-10-05,44.3068,-85.934,Facebook,2649,39
1947,Earnest Buckridge,buckridge-earnest@yahoo.com,Palmer,AK,99645,1977-08-23,61.5276,-149.04,Organic,2908,47
1948,Gayle Towne,towne-gayle@hotmail.com,Concordia,MO,64020,1971-02-24,38.974,-93.694,Affiliate,2560,53
1949,Carley Orn,carley.orn@hotmail.com,Endicott,WA,99125,1986-07-12,46.8589,-117.8,Google,2433,38
1950,Alek Hickle,hickle-alek@hotmail.com,Ponchatoula,LA,70454,1995-07-28,30.4446,-90.4252,Twitter,2791,29
1951,Sienna Glover,glover.sienna@hotmail.com,Wainwright,AK,99782,1989-11-25,70.6355,-160.043,Twitter,2628,35
1952,Eveline Jenkins,eveline.jenkins@yahoo.com,Wolfe City,TX,75496,1995-02-25,33.3743,-96.0215,Facebook,2677,29
1953,Mertie Shanahan,shanahan-mertie@yahoo.com,Recluse,WY,82725,1979-05-10,44.9508,-105.635,Facebook,2140,45
1954,General Steuber,general.steuber@hotmail.com,Williamsburg,IA,52361,1964-08-11,41.6255,-92.1244,Affiliate,2340,60
1955,Hailie Weimann,hailie.weimann@gmail.com,London,KY,40744,1960-03-03,37.0615,-83.9252,Affiliate,2912,64
1956,Kasandra Leffler,kasandra.leffler@gmail.com,Liberty,TX,77575,1982-06-02,30.0033,-94.6903,Facebook,3034,42
1957,Lamont Dooley,lamont.dooley@yahoo.com,King City,MO,64463,1975-11-20,40.1187,-94.4977,Google,2359,49
1958,Bernardo Torphy,torphy.bernardo@gmail.com,Heth,AR,72346,1963-10-04,35.1502,-90.5975,Facebook,2248,61
1959,Annamae Lind,lind.annamae@gmail.com,Piñon,NM,88344,1958-10-24,32.6073,-105.409,Affiliate,3144,66
1960,Tremayne Price,price.tremayne@yahoo.com,Lyons,GA,30436,1975-04-16,32.387,-82.3776,Facebook,2435,49
1961,Jaylon Stokes,stokes.jaylon@yahoo.com,Paris,IL,61944,1998-02-28,39.6597,-87.8229,Affiliate,2548,26
1962,Ivory Jacobi,ivory-jacobi@hotmail.com,Friendship,NY,14739,1963-03-03,42.1357,-78.1738,Google,2815,61
1963,Heath Hettinger,hettinger-heath@gmail.com,Oakland,MS,38948,1961-11-11,34.1304,-89.8219,Affiliate,2525,63
1964,Elvera Kirlin,elvera-kirlin@hotmail.com,Pleasant Plains,AR,72568,1973-05-26,35.5366,-91.6838,Google,2965,51
1965,Eddie Dibbert,dibbert-eddie@hotmail.com,Quinhagak,AK,99655,1979-08-24,59.7497,-161.905,Google,2710,45
1966,Davonte Runolfsson,runolfsson.davonte@gmail.com,Lucas,KY,42156,1988-10-23,36.8588,-86.0622,Facebook,2731,36
1967,Brandt Erdman,brandt-erdman@gmail.com,Kewaunee,WI,54216,1963-12-30,44.5179,-87.5953,Organic,2460,61
1968,Demetris Tromp,demetris.tromp@yahoo.com,Browning,MT,59417,1973-02-02,48.7386,-113.268,Affiliate,3120,51
1969,Freeman Stehr,stehr-freeman@hotmail.com,Oxford,AR,72565,1977-03-08,36.2051,-91.9505,Organic,2679,47
1970,Clark Luettgen,clark-luettgen@gmail.com,Athol,KS,66932,1977-02-04,39.7978,-98.9123,Facebook,2636,47
1971,Karen Dooley,dooley-karen@gmail.com,Brownsboro,TX,75756,1988-03-11,32.3045,-95.5923,Google,2158,36
1972,Kelsie Glover,glover.kelsie@yahoo.com,Colbert,GA,30628,1977-08-16,33.9661,-83.1706,Twitter,3161,47
1973,Lexie Bednar,bednar.lexie@yahoo.com,Greensboro,NC,27406,1962-02-19,36.0135,-79.8343,Twitter,2245,62
1974,Candelario Blick,blick-candelario@yahoo.com,Damascus,GA,39841,1991-12-20,31.3418,-84.7141,Affiliate,2285,33
1975,Armani Kulas,kulas-armani@yahoo.com,Hale,MO,64643,1973-09-06,39.6956,-93.3733,Organic,2440,51
1976,Bill Pacocha,bill.pacocha@gmail.com,Anchor Point,AK,99556,1960-03-16,59.8501,-151.715,Affiliate,2516,64
1977,Tiana Parisian,tiana-parisian@yahoo.com,Houstonia,MO,65333,1995-11-21,38.8952,-93.2806,Organic,2530,29
1978,Giuseppe Morar,giuseppe.morar@hotmail.com,Dexter,NM,88230,1988-04-14,33.2019,-104.569,Facebook,3063,36
1979,Trudie Armstrong,trudie-armstrong@gmail.com,Russell,IA,50238,1997-05-03,41.0296,-93.1533,Affiliate,2790,27
1980,Geraldine Kiehn,geraldine.kiehn@hotmail.com,Zapata,TX,78076,1986-12-06,26.923,-99.2504,Organic,2665,38
1981,Novella Marks,marks-novella@gmail.com,Meridian,MS,39301,1978-05-20,32.2499,-88.4571,Organic,2549,46
1982,Javier Tillman,tillman-javier@gmail.com,Miles,IA,52064,1994-07-31,42.0849,-90.3165,Organic,2847,30
1983,Christophe Wilderman,christophe.wilderman@hotmail.com,Garnett,KS,66032,1981-04-30,38.2981,-95.2488,Facebook,2149,43
1984,Khalil Kiehn,khalil.kiehn@hotmail.com,Creede,CO,81130,1964-08-14,37.8417,-106.954,Affiliate,2599,60
1985,Noelia Sanford,sanford.noelia@yahoo.com,Barneveld,WI,53507,1994-10-11,43.0471,-89.9017,Facebook,2532,30
1986,Gino Weber,weber-gino@yahoo.com,Onalaska,WI,54650,1979-02-25,43.8723,-91.1584,Twitter,2206,45
1987,Madge Ondricka,ondricka-madge@yahoo.com,Ramona,CA,92065,1959-11-07,33.0377,-116.883,Organic,2704,65
1988,Charley Renner,charley-renner@yahoo.com,Darby,MT,59829,1960-12-29,46.0644,-114.162,Affiliate,2632,64
1989,Adrian Lemke,lemke-adrian@yahoo.com,Pittsfield,ME,4967,1973-02-22,44.7764,-69.3938,Affiliate,2738,51
1990,Elvis Goyette,elvis.goyette@hotmail.com,Ryegate,MT,59074,1972-02-27,46.1944,-109.439,Google,2594,52
1991,Lizeth Carter,carter.lizeth@gmail.com,Logansport,IN,46947,1979-09-09,40.8523,-86.3517,Google,3097,45
1992,Olen Watsica,watsica-olen@gmail.com,Beaufort,SC,29907,1997-11-02,32.486,-80.5712,Twitter,2276,27
1993,Davin Turcotte,davin-turcotte@yahoo.com,Downsville,LA,71234,1977-01-28,32.7067,-92.3541,Affiliate,3109,47
1994,Casey Robel,casey.robel@yahoo.com,Rudyard,MI,49780,1992-07-08,46.2679,-84.7524,Facebook,2133,32
1995,Jensen Schneider,schneider-jensen@hotmail.com,Lake Wilson,MN,56151,1975-10-24,44.027,-95.9841,Affiliate,2311,49
1996,Chasity Raynor,raynor.chasity@gmail.com,Fallon,NV,89406,1991-09-18,39.5259,-118.617,Google,2828,33
1997,Jaden Hansen,jaden.hansen@hotmail.com,Fairbanks,AK,99712,1995-01-23,64.8675,-147.66,Twitter,2747,29
1998,Cayla VonRueden,cayla.vonrueden@hotmail.com,Snelling,CA,95369,1962-07-30,37.4992,-120.554,Affiliate,2847,62
1999,Bell Fritsch,fritsch-bell@hotmail.com,Moville,IA,51039,1999-07-07,42.5106,-96.0165,Google,3025,25
2000,Marquise Mann,mann-marquise@gmail.com,Carthage,TX,75633,1979-04-26,32.1079,-94.4964,Organic,2384,45
2001,Elza Williamson,elza.williamson@gmail.com,Helotes,TX,78023,1961-12-25,29.5643,-98.7169,Facebook,2853,63
2002,Nadia Vandervort,nadia-vandervort@gmail.com,Forest Grove,MT,59441,1984-12-18,46.8719,-109.003,Organic,3064,40
2003,Precious Lakin,precious-lakin@gmail.com,Conway,MO,65632,1983-05-12,37.4668,-92.863,Google,3079,41
2004,Mark Bayer,bayer.mark@hotmail.com,Council,ID,83612,1973-11-16,44.6845,-116.4,Organic,3163,51
2005,Lindsey Hegmann,lindsey.hegmann@gmail.com,Spring,TX,77379,1984-06-03,30.052,-95.5334,Google,2820,40
2006,Misty Daugherty,misty-daugherty@yahoo.com,McCrory,AR,72101,1971-08-21,35.2505,-91.0307,Google,2480,53
2007,Ethyl Little,ethyl.little@yahoo.com,Vevay,IN,47043,1962-01-08,38.8091,-85.0478,Facebook,2460,62
2008,Afton Lesch,afton-lesch@hotmail.com,Hitchcock,SD,57348,1980-11-17,44.6805,-98.1395,Google,2411,44
2009,Bessie Connelly,connelly.bessie@hotmail.com,Gibbon,NE,68840,1987-03-19,40.7802,-98.8175,Facebook,2465,37
2010,Hassan Dare,dare-hassan@hotmail.com,Grover,CO,80729,1987-12-15,40.9412,-104.009,Organic,2382,37
2011,Elsa Dach,dach.elsa@yahoo.com,Iron River,WI,54847,1989-01-08,46.6836,-91.4907,Affiliate,2797,35
2012,Kyler Halvorson,kyler.halvorson@gmail.com,Hysham,MT,59038,1992-02-10,46.3308,-107.081,Affiliate,2697,32
2013,Mitchel Pouros,mitchel-pouros@gmail.com,New Wilmington,PA,16142,1983-07-30,41.1402,-80.3832,Facebook,2976,41
2014,Vilma Little,little.vilma@yahoo.com,Dupo,IL,62240,1985-06-23,38.524,-90.2221,Twitter,2869,39
2015,Rigoberto Corkery,corkery.rigoberto@hotmail.com,Muskogee,OK,74401,1986-10-19,35.7222,-95.5312,Twitter,3116,38
2016,Alycia McCullough,alycia.mccullough@gmail.com,Shepherdstown,WV,25443,1990-04-14,39.4735,-77.8503,Twitter,3124,34
2017,Brannon Schroeder,schroeder.brannon@gmail.com,Bemidji,MN,56601,1965-02-24,47.6226,-94.7655,Google,2800,59
2018,Kyle Herzog,kyle-herzog@gmail.com,Larimore,ND,58251,1967-07-30,47.8607,-97.8523,Affiliate,2718,57
2019,Jabari Gleason,jabari.gleason@hotmail.com,Bedford,NH,3110,1996-09-13,42.9046,-71.5083,Facebook,2207,28
2020,Andreane Spinka,spinka.andreane@yahoo.com,Lexington,KY,40513,1998-07-09,38.0211,-84.5796,Google,2535,26
2021,Kellie Price,kellie.price@hotmail.com,Lesterville,MO,63654,1991-07-16,37.474,-90.7621,Facebook,2652,33
2022,Maryam Watsica,maryam-watsica@yahoo.com,Salem,OR,97305,1989-12-23,45.0112,-122.934,Twitter,2320,35
2023,Jailyn Morissette,morissette.jailyn@gmail.com,Jacksonville,FL,32220,1959-04-03,30.3493,-81.8105,Twitter,3188,65
2024,Horace Schowalter,horace.schowalter@gmail.com,Burbank,SD,57010,1999-09-13,42.9354,-96.8426,Organic,2770,25
2025,Broderick Tillman,broderick.tillman@gmail.com,Moyock,NC,27958,1963-05-26,36.4962,-76.1601,Google,2540,61
2026,Colin Kunze,kunze-colin@hotmail.com,Huntingburg,IN,47542,1960-04-04,38.2373,-86.9644,Twitter,2464,64
2027,Simone Schaefer,schaefer-simone@gmail.com,Shepherd,MI,48883,1998-10-08,43.5575,-84.6285,Twitter,2763,26
2028,Janelle O'Hara,o.janelle.hara@gmail.com,Monticello,KY,42633,1970-01-10,36.9634,-84.7249,Google,2307,54
2029,Estrella Collier,collier-estrella@hotmail.com,Mina,SD,57451,1996-10-03,45.3888,-98.7652,Facebook,2651,28
2030,Joe Terry,terry.joe@gmail.com,Malta,MT,59538,1991-09-23,48.5907,-107.676,Facebook,2497,33
2031,Loyal Schiller,schiller.loyal@gmail.com,Palisade,MN,56469,1986-04-16,46.7991,-93.4238,Google,3119,38
2032,Aurelio Borer,aurelio.borer@gmail.com,Ochopee,FL,34141,1975-04-09,25.8698,-81.1734,Organic,2692,49
2033,Destiny Murazik,destiny-murazik@hotmail.com,Princeton,IL,61356,1978-12-06,41.4274,-89.5586,Organic,2965,46
2034,Brando Yundt,yundt-brando@gmail.com,Ashland,AL,36251,1980-04-03,33.3223,-85.857,Facebook,3119,44
2035,Brisa Goodwin,goodwin-brisa@yahoo.com,Thonotosassa,FL,33592,1983-02-12,28.0595,-82.3274,Organic,2360,41
2036,Shanny Kuvalis,shanny-kuvalis@gmail.com,Plentywood,MT,59254,1980-11-08,48.6861,-104.741,Organic,2659,44
2037,Ransom Davis,ransom-davis@yahoo.com,Earlville,NY,13332,1976-08-13,42.7284,-75.5879,Affiliate,2492,48
2038,Mario Wisoky,mario.wisoky@yahoo.com,Myrtle Creek,OR,97457,1961-08-16,43.0256,-123.381,Twitter,3036,63
2039,Cleta Cassin,cassin-cleta@hotmail.com,Kirtland,OH,44094,1977-05-09,41.5705,-81.3681,Twitter,2252,47
2040,Meagan Stoltenberg,stoltenberg.meagan@hotmail.com,Ainsworth,NE,69210,1988-06-27,42.645,-99.9553,Twitter,2888,36
2041,Maurine Considine,maurine-considine@hotmail.com,Delbarton,WV,25670,1965-09-06,37.6958,-82.1517,Affiliate,2926,59
2042,Travis Buckridge,buckridge.travis@gmail.com,Fleetwood,PA,19522,1961-04-06,40.4251,-75.7484,Organic,2966,63
2043,Jason Spencer,jason-spencer@hotmail.com,Ocala,FL,34475,1962-08-06,29.2867,-82.1524,Facebook,2184,62
2044,Milan Ritchie,milan-ritchie@gmail.com,Portales,NM,88130,1972-02-01,34.1727,-103.327,Affiliate,2911,52
2045,Mack Lakin,lakin-mack@hotmail.com,Sylvania,GA,30467,1998-09-15,32.7752,-81.5626,Twitter,2403,26
2046,Kelley Turner,turner.kelley@hotmail.com,Fairbanks,AK,99709,1968-09-25,64.7157,-148.564,Twitter,3021,56
2047,Cyrus Wisozk,wisozk.cyrus@hotmail.com,Lowville,NY,13367,1958-06-24,43.8169,-75.4212,Affiliate,2660,66
2048,Jedediah Huels,jedediah-huels@hotmail.com,Carpio,ND,58725,1960-08-02,48.4882,-101.677,Affiliate,2827,64
2049,Blake Will,will-blake@hotmail.com,Xenia,OH,45385,1961-11-03,39.6658,-83.9937,Facebook,2982,63
2050,Tavares Metz,tavares.metz@yahoo.com,Depauw,IN,47115,1963-01-08,38.4189,-86.2506,Affiliate,2180,61
2051,Lonny Mosciski,mosciski.lonny@gmail.com,Albany,MN,56307,1959-09-24,45.6316,-94.4986,Twitter,2509,65
2052,Henriette Gibson,henriette-gibson@yahoo.com,Centerville,WA,98613,1976-10-27,45.794,-120.967,Google,2485,48
2053,Rosella Bergnaum,rosella.bergnaum@gmail.com,Rhinelander,WI,54501,1981-04-14,45.5687,-89.3084,Affiliate,2491,43
2054,Hilma Wyman,wyman.hilma@gmail.com,Earlville,IA,52041,1984-06-10,42.5905,-91.2599,Organic,2517,40
2055,Ila Johnston,johnston.ila@gmail.com,Iola,WI,54945,1965-07-09,44.6483,-89.1351,Affiliate,2247,59
2056,Earline Schmitt,schmitt-earline@gmail.com,South Boston,VA,24592,1993-09-04,36.7123,-79.1152,Facebook,2824,31
2057,Nathan Kassulke,kassulke-nathan@gmail.com,Owatonna,MN,55060,1963-08-01,44.1362,-93.1206,Twitter,2335,61
2058,Else Ankunding,ankunding-else@gmail.com,Pine Apple,AL,36768,1960-03-08,31.822,-86.9212,Twitter,2565,64
2059,Richard Kub,richard-kub@yahoo.com,Magnolia,AR,71753,1974-02-02,33.1818,-93.2534,Organic,2223,50
2060,Darwin Abshire,darwin-abshire@yahoo.com,Loraine,TX,79532,1973-11-01,32.4787,-100.697,Facebook,2361,51
2061,Karelle Hodkiewicz,karelle-hodkiewicz@gmail.com,Henderson,TX,75654,1983-02-17,32.0985,-94.9092,Affiliate,2335,41
2062,Velva Zemlak,zemlak.velva@hotmail.com,Creston,WA,99117,1981-07-07,47.6185,-118.543,Twitter,2537,43
2063,Winfield O'Kon,kon.winfield.o@yahoo.com,Tucumcari,NM,88401,1969-02-26,35.1566,-103.904,Facebook,2694,55
2064,Audra Hudson,hudson-audra@hotmail.com,Branson,CO,81027,1962-10-18,37.3315,-103.757,Affiliate,3212,62
2065,Johnson Abshire,johnson.abshire@yahoo.com,Uhrichsville,OH,44683,1958-07-21,40.3087,-81.3817,Twitter,2623,66
2066,Ardella Ernser,ernser-ardella@gmail.com,Butternut,WI,54514,1969-05-05,46.0871,-90.2699,Google,2369,55
2067,Dana Bartell,bartell.dana@yahoo.com,Scotland,SD,57059,1970-04-02,43.1477,-97.7166,Twitter,2368,54
2068,Gerardo Mertz,mertz.gerardo@gmail.com,Hopkinsville,KY,42240,1981-03-25,36.9359,-87.4114,Google,2576,43
2069,Monte Langworth,monte.langworth@hotmail.com,Stephen,MN,56757,1971-02-07,48.5142,-96.9011,Facebook,2824,53
2070,Loren Roob,loren-roob@gmail.com,Baudette,MN,56623,1997-03-03,48.6914,-94.695,Facebook,2683,27
2071,Joana Stoltenberg,stoltenberg-joana@gmail.com,Boswell,PA,15531,1958-11-24,40.1747,-79.0766,Google,2845,66
2072,Laisha Conn,laisha.conn@yahoo.com,Columbia,TN,38401,1993-08-26,35.6309,-86.9543,Twitter,2659,31
2073,Wilford King,wilford.king@yahoo.com,San Tan Valley,AZ,85143,1996-11-15,33.1545,-111.576,Google,2736,28
2074,Marquise Crooks,crooks.marquise@hotmail.com,Lake Minchumina,AK,99757,1978-07-10,63.8841,-152.31,Facebook,2774,46
2075,Royce Bins,royce.bins@gmail.com,Robinson,ND,58478,1976-09-24,47.081,-99.7587,Affiliate,2753,48
2076,Emmanuelle Cruickshank,emmanuelle-cruickshank@hotmail.com,Cardington,OH,43315,1962-01-08,40.4939,-82.8939,Affiliate,2436,62
2077,Kaya Yundt,yundt.kaya@yahoo.com,Piper City,IL,60959,1998-08-17,40.8078,-88.1399,Organic,3081,26
2078,Solon Spencer,spencer.solon@yahoo.com,Grafton,WV,26354,1965-09-11,39.3374,-80.112,Twitter,3059,59
2079,Amparo Fadel,amparo.fadel@gmail.com,Lexington,NE,68850,1987-08-31,40.8874,-99.7145,Facebook,2576,37
2080,Dorris Herzog,dorris.herzog@gmail.com,Rushville,IL,62681,1975-03-11,40.1645,-90.5143,Google,2148,49
2081,Paxton Mayer,mayer.paxton@hotmail.com,Winston,MO,64689,1977-11-24,39.923,-94.1785,Affiliate,2546,47
2082,Nels O'Connell,nels.connell.o@gmail.com,Electra,TX,76360,1993-12-25,33.9323,-99.081,Twitter,2978,31
2083,Katharina Glover,glover.katharina@hotmail.com,Windsor,NC,27983,1976-10-11,36.0358,-77.0075,Google,2304,48
2084,Prudence Kihn,kihn-prudence@gmail.com,Imperial,NE,69033,1964-02-26,40.6771,-101.696,Facebook,2180,60
2085,Daryl Emmerich,emmerich.daryl@hotmail.com,Northfield,MN,55057,1974-06-21,44.4746,-93.2118,Organic,2527,50
2086,Neal Crona,crona.neal@hotmail.com,Mosinee,WI,54455,1976-10-09,44.7118,-89.8051,Affiliate,2546,48
2087,Dawson McGlynn,dawson-mcglynn@yahoo.com,Moscow,TX,75960,1989-02-16,30.9204,-94.8094,Organic,2513,35
2088,Donny Terry,donny.terry@yahoo.com,Flushing,MI,48433,1962-10-05,43.0761,-83.8429,Google,2299,62
2089,Sarah Dach,sarah-dach@hotmail.com,Nenana,AK,99760,1975-07-29,64.6786,-148.876,Affiliate,2470,49
2090,Jannie Balistreri,jannie-balistreri@yahoo.com,Ellenville,NY,12428,1983-08-24,41.6847,-74.4485,Facebook,3196,41
2091,Joseph Lynch,lynch-joseph@hotmail.com,Kirksville,MO,63501,1996-06-02,40.2437,-92.6597,Twitter,2624,28
2092,Vicente O'Hara,hara-vicente-o@hotmail.com,Port Lavaca,TX,77979,1961-11-12,28.5942,-96.7351,Organic,2373,63
2093,Royal Jast,royal-jast@hotmail.com,Nahunta,GA,31553,1975-12-14,31.043,-81.9712,Affiliate,2546,49
2094,Brant Klein,brant.klein@yahoo.com,Cheney,KS,67025,1987-12-28,37.5765,-97.8058,Twitter,2810,37
2095,Hillard Price,price-hillard@hotmail.com,Hayward,WI,54843,1988-06-28,45.9095,-91.1943,Facebook,2188,36
2096,Waino Feil,feil-waino@yahoo.com,Mountain Home,AR,72653,1978-01-26,36.3752,-92.2748,Twitter,2189,46
2097,Maeve Bednar,bednar-maeve@hotmail.com,Faith,SD,57626,1961-08-04,45.2526,-102.314,Affiliate,3051,63
2098,Desiree Schultz,schultz-desiree@gmail.com,Bluejacket,OK,74333,1969-01-10,36.8311,-95.0254,Affiliate,2891,55
2099,Jayden Kris,jayden.kris@hotmail.com,Medford,WI,54451,1965-09-18,45.2531,-90.2066,Organic,2989,59
2100,Lila Rosenbaum,lila-rosenbaum@hotmail.com,Montgomery,TX,77316,1967-11-18,30.2843,-95.5964,Twitter,2496,57
2101,Jared Tromp,tromp.jared@gmail.com,Aurora,NE,68818,1971-01-08,40.8288,-98.0203,Twitter,3041,53
2102,Garrison Will,will.garrison@yahoo.com,Catawba,NC,28609,1962-09-29,35.6183,-81.07,Google,3000,62
2103,Brown Davis,davis.brown@hotmail.com,Burlington,KS,66839,1993-10-01,38.1662,-95.6838,Facebook,2278,31
2104,Virgil Schowalter,schowalter.virgil@gmail.com,Dighton,KS,67839,1990-08-10,38.3984,-100.507,Google,2127,34
2105,Art McDermott,mcdermott-art@gmail.com,Hot Springs,NC,28743,1980-03-04,35.7151,-82.8213,Twitter,2982,44
2106,Tyree Reichel,reichel-tyree@gmail.com,Dimmitt,TX,79027,1981-12-25,34.4179,-102.09,Affiliate,3180,43
2107,Leanne Orn,leanne-orn@gmail.com,Forest Hill,WV,24935,1989-07-12,37.4976,-80.7455,Twitter,3206,35
2108,Karson Corwin,karson-corwin@hotmail.com,Tecumseh,NE,68450,1988-05-29,40.316,-96.3239,Facebook,2142,36
2109,Gregorio Harvey,gregorio-harvey@hotmail.com,Lebanon,MO,65536,1966-04-12,37.7265,-92.7464,Facebook,3113,58
2110,Idell Murray,murray-idell@gmail.com,Rosebud,MT,59347,1987-01-14,46.2966,-106.247,Facebook,2707,37
2111,Ryan O'Keefe,ryan-o-keefe@gmail.com,Bradenton,FL,34212,1999-03-29,27.4748,-82.3284,Affiliate,3097,25
2112,Alicia Schimmel,alicia.schimmel@gmail.com,Chatom,AL,36518,1993-10-22,31.5021,-88.2518,Google,2666,31
2113,Archibald Turner,archibald-turner@hotmail.com,Pikeville,TN,37367,1990-09-16,35.5721,-85.1571,Twitter,2497,34
2114,Jazmyne Medhurst,jazmyne.medhurst@yahoo.com,Marion,IN,46952,1991-01-28,40.5912,-85.7769,Twitter,2351,33
2115,Layla Abernathy,layla.abernathy@hotmail.com,Luling,TX,78648,1994-10-16,29.694,-97.5018,Organic,3123,30
2116,Grace Smith,smith.grace@hotmail.com,Toyah,TX,79785,1991-05-18,31.2508,-103.921,Facebook,2435,33
2117,Joanie Goodwin,goodwin-joanie@yahoo.com,Menomonie,WI,54751,1970-06-22,44.7851,-91.9289,Affiliate,2794,54
2118,Odell Stehr,odell.stehr@hotmail.com,Gordon,NE,69343,1971-04-13,42.8252,-102.277,Google,3095,53
2119,Samantha Nolan,nolan.samantha@hotmail.com,East Tawas,MI,48730,1997-06-17,44.3388,-83.4203,Facebook,2239,27
2120,Bernardo Kshlerin,kshlerin-bernardo@gmail.com,Talkeetna,AK,99676,1973-08-14,62.327,-150.013,Twitter,2863,51
2121,Orie Sipes,orie-sipes@yahoo.com,Chambersburg,PA,17202,1991-01-28,39.9535,-77.6047,Twitter,2338,33
2122,Antwan Grant,grant.antwan@hotmail.com,Franklin,AL,36444,1996-12-14,31.6591,-87.5302,Affiliate,2751,28
2123,Nichole Funk,funk.nichole@yahoo.com,Trinchera,CO,81081,1999-08-12,37.1956,-103.994,Facebook,2617,25
2124,Jazlyn Murray,murray-jazlyn@hotmail.com,Troy,ID,83871,1984-11-17,46.6717,-116.763,Google,2882,40
2125,Stefanie Barton,stefanie.barton@gmail.com,Macon,IL,62544,1971-06-02,39.7178,-88.9226,Organic,2490,53
2126,Abraham Kerluke,kerluke.abraham@hotmail.com,Terre Haute,IN,47802,1981-09-11,39.3039,-87.4732,Twitter,2404,43
2127,Stephon Davis,stephon.davis@yahoo.com,Clayton,LA,71326,1989-12-07,31.7717,-91.5956,Affiliate,2738,35
2128,Gunner Graham,gunner.graham@gmail.com,Rockton,IL,61072,1997-09-12,42.4732,-89.1209,Google,2644,27
2129,Rebecca Emard,emard-rebecca@yahoo.com,Beatrice,NE,68310,1994-11-10,40.2688,-96.9158,Twitter,2483,30
2130,Abdullah Kerluke,abdullah-kerluke@gmail.com,Redmond,OR,97756,1960-07-25,44.2619,-121.125,Google,3194,64
2131,Mina Dare,dare-mina@hotmail.com,Morganton,GA,30560,1992-02-28,34.9079,-84.2143,Affiliate,2349,32
2132,Mellie Abernathy,abernathy-mellie@gmail.com,Buda,IL,61314,1977-04-24,41.2484,-89.6577,Twitter,2769,47
2133,Jaquan Treutel,treutel.jaquan@hotmail.com,Alto,TX,75925,1966-12-23,31.6778,-95.0505,Google,3066,58
2134,Stephon Greenfelder,greenfelder-stephon@gmail.com,Muscle Shoals,AL,35661,1988-05-24,34.7882,-87.5893,Organic,2564,36
2135,Mavis Fisher,fisher.mavis@yahoo.com,Colman,SD,57017,1998-03-21,44.066,-96.8579,Affiliate,2307,26
2136,Elbert Homenick,elbert-homenick@yahoo.com,Magazine,AR,72943,1991-12-11,35.1009,-93.7577,Twitter,2996,33
2137,Donato Bednar,donato-bednar@hotmail.com,Ames,IA,50010,1992-04-14,42.0012,-93.5811,Organic,2353,32
2138,Priscilla Moore,moore.priscilla@yahoo.com,Decatur,MI,49045,1994-06-30,42.1119,-86.0701,Organic,2272,30
2139,Floyd Jacobson,floyd.jacobson@gmail.com,Corbin,KY,40701,1971-09-08,36.8677,-84.2398,Affiliate,3089,53
2140,Dalton Larson,larson.dalton@gmail.com,Plattsburgh,NY,12901,1979-02-10,44.7721,-73.4781,Organic,2851,45
2141,Wilhelm Wunsch,wilhelm.wunsch@gmail.com,Sonnette,MT,59317,1975-01-05,45.3851,-105.959,Facebook,2691,49
2142,Austyn Doyle,austyn-doyle@hotmail.com,Tinton Falls,NJ,7724,1969-09-21,40.2948,-74.1082,Twitter,2872,55
2143,Mark Klein,mark-klein@yahoo.com,Sealy,TX,77474,1960-09-02,29.7962,-96.1765,Twitter,2959,64
2144,Jenifer Aufderhar,jenifer.aufderhar@yahoo.com,Blakely Island,WA,98222,1999-08-06,48.5032,-122.804,Facebook,2813,25
2145,Camryn Schmeler,camryn-schmeler@hotmail.com,Reeder,ND,58649,1993-02-10,46.1422,-102.975,Organic,2830,31
